fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	ganancia	iteracion
20220924 155541	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	3371	TRUE	102191	0.00506996197461241	0.200968132554606	5856	67	9537	27010000	30
20220924 155928	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1124	TRUE	102191	0.00520487169467671	0.200192295097178	82	18	9950	26660000	31
20220924 160528	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1564	TRUE	102191	0.00515144237716865	0.200810900617229	5790	855	8671	26100000	32
20220924 160544	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	51	TRUE	102191	0.299972155538251	0.903427340959152	6276	854	8007	24950000	33
20220924 161317	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	2451	TRUE	102191	0.00506413998291426	0.424885366385388	5781	17	9731	26540000	34
20220924 161719	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	938	TRUE	102191	0.00555529565980285	0.863591729044204	5950	730	8164	26800000	35
20220924 162104	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	937	TRUE	102191	0.00610443265819458	0.986334724913227	6667	537	7499	26450000	36
20220924 162535	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1170	TRUE	102191	0.00567784998800681	0.651868423565041	6104	195	8578	27010000	37
20220924 163014	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1301	TRUE	102191	0.00580980858257932	0.800658506593427	6206	418	8943	26680000	38
20220924 163125	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	380	TRUE	102191	0.0403944630156426	0.882374147842289	6235	838	8015	27090000	39
20220924 163521	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1097	TRUE	102191	0.00531667986506758	0.201114939151546	4172	21	8715	26250000	40
20220924 163651	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	442	TRUE	102191	0.0317034879083961	0.214871191966226	6120	118	8005	26710000	41
20220924 164126	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	847	TRUE	102191	0.00650379142239932	0.491301686926294	6085	540	8705	26670000	42
20220924 164922	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	911	TRUE	102191	0.00541459605483994	0.83901381900943	0	172	10444	26960000	43
20220924 165821	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	567	TRUE	102191	0.00518506692692999	0.259710660292694	2	250	10901	25560000	44
20220924 170028	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	472	TRUE	102191	0.00523554744231899	0.930570602314711	6	16	10071	25940000	45
20220924 170423	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1063	TRUE	102191	0.00669225283504384	0.715982473602249	6236	537	7025	26190000	46
20220924 170627	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	533	TRUE	102191	0.0123698057955427	0.887928715275106	6350	482	7596	26650000	47
20220924 172040	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	533	TRUE	102191	0.00502206727348323	0.902169312430124	7	505	9696	26130000	48
20220924 172532	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1314	TRUE	102191	0.00512870066865036	0.919193390197787	6427	825	8555	26890000	49
20220924 173421	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	857	TRUE	102191	0.00521756686678836	0.787231126517071	29	173	8593	27220000	50
20220924 173938	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	502	TRUE	102191	0.00503261524376342	0.762877354951777	1305	161	9043	26880000	51
20220924 174944	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1170	TRUE	102191	0.00503424889914112	0.981082779634627	6	198	8526	26950000	52
20220924 175030	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	207	TRUE	102191	0.0455557369325785	0.680062615446354	6204	945	5004	23600000	53
20220924 175648	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	370	TRUE	102191	0.005598243408421	0.99802309099486	681	1024	7983	26120000	54
20220924 175759	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	100	TRUE	102191	0.0315049090338393	0.383454498434838	350	130	8077	26890000	55
20220924 175934	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	287	TRUE	102191	0.0985988679586921	0.69246250383818	4	172	9323	24080000	56
20220924 180739	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	991	TRUE	102191	0.00511600564240983	0.603989120159999	314	154	7268	26590000	57
20220924 180808	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	127	TRUE	102191	0.108508885950023	0.990282869820426	6334	804	8046	26470000	58
20220924 180835	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	113	TRUE	102191	0.190510745208357	0.200880161265075	6031	88	9744	26680000	59
20220924 181446	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1869	TRUE	102191	0.00505724958339217	0.788677047812948	5607	125	9472	26420000	60
20220924 181547	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	169	TRUE	102191	0.0351892725698541	0.709063994237531	2303	804	8003	26480000	61
20220924 182723	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	4239	TRUE	102191	0.00501466324796308	0.206121687425682	7959	22	9375	26690000	62
20220924 182800	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	141	TRUE	102191	0.0686733291053086	0.200834110463808	6384	40	10629	25790000	63
20220924 182818	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	66	TRUE	102191	0.191068760260841	0.837286936389146	7984	16	8553	26660000	64
20220924 182844	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	116	TRUE	102191	0.188799320551408	0.838240687110834	6178	161	8427	25550000	65
20220924 182912	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	129	TRUE	102191	0.232873826050013	0.218271105425403	7995	16	9469	25550000	66
20220924 182932	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	65	TRUE	102191	0.166329192678852	0.62080760427092	7784	16	10413	26060000	67
20220924 183007	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	106	TRUE	102191	0.0680569318815043	0.999071829147948	3539	1024	8267	26750000	68
20220924 183106	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	148	TRUE	102191	0.0654409234836248	0.221418428443134	1201	1023	8007	26550000	69
20220924 183142	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	126	TRUE	102191	0.10243294452587	0.200321567642197	3524	1024	8501	26200000	70
20220924 183729	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	804	TRUE	102191	0.00645433916753925	0.347786817995348	0	111	9113	27060000	71
20220924 183746	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	71	TRUE	102191	0.201632781010138	0.200485096844807	4773	16	11167	25590000	72
20220924 183857	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	275	TRUE	102191	0.0541810642472724	0.920248951780711	2266	1024	10116	26970000	73
20220924 184012	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	253	TRUE	102191	0.0783825883515953	0.859568832986021	1426	1024	8624	26520000	74
20220924 184042	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	69	TRUE	102191	0.0662320746801992	0.882967049875805	3739	868	10067	25630000	75
20220924 184102	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	61	TRUE	102191	0.180072670699098	0.200004874739338	6504	1024	8618	26450000	76
20220924 184216	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	177	TRUE	102191	0.0377202858349593	0.490921097797735	2252	1024	8377	26530000	77
20220924 184302	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	173	TRUE	102191	0.0383799226773436	0.819572856200029	6026	794	8107	26990000	78
20220924 184401	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	226	TRUE	102191	0.0354339142472204	0.59911245883447	7698	201	8408	26310000	79
20220924 184439	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	177	TRUE	102191	0.145836124312308	0.200543317416486	5211	171	9185	26910000	80
20220924 184505	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	100	TRUE	102191	0.168302453551295	0.201725965374332	6215	631	9314	26580000	81
20220924 184528	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	96	TRUE	102191	0.298663447317318	0.206579761265698	7998	1022	10703	25080000	82
20220924 184549	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	66	TRUE	102191	0.180694358492381	0.200452439487994	5311	307	9620	26120000	83
20220924 184618	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	147	TRUE	102191	0.14901104860101	0.210540623063267	6025	17	8200	25280000	84
20220924 185054	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1290	TRUE	102191	0.00526295995491927	0.883603911017061	8000	16	7909	26830000	85
20220924 185741	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	2186	TRUE	102191	0.00535159067424552	0.896758205308847	5615	527	10310	26180000	86
20220924 185811	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	116	TRUE	102191	0.134955484405494	0.200402385711421	6744	785	8258	27010000	87
20220924 185838	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	97	TRUE	102191	0.167905710155352	0.300255479199136	7998	793	8890	26460000	88
20220924 185912	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	143	TRUE	102191	0.113718526773335	0.200998358108515	5012	172	9784	26120000	89
20220924 190548	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	398	TRUE	102191	0.00500000556807602	0.455246832111379	218	171	8335	27010000	90
20220924 190611	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	75	TRUE	102191	0.14504283497558	0.200452908264693	6202	834	9191	26660000	91
20220924 190629	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	42	TRUE	102191	0.172620895103957	0.205266596760183	6283	771	7834	25620000	92
20220924 190714	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	192	TRUE	102191	0.132386556186445	0.201564518151998	7810	632	8953	27300000	93
20220924 190759	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	237	TRUE	102191	0.134886976880857	0.201312383502969	7066	632	9186	26750000	94
20220924 190834	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	123	TRUE	102191	0.125026412036441	0.550972622971862	7999	1011	8247	26390000	95
20220924 190906	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	130	TRUE	102191	0.115343459151458	0.224242985195802	7999	758	8188	25630000	96
20220924 191808	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	2477	TRUE	102191	0.00528776984201525	0.3884214334478	5823	89	8861	26920000	97
20220924 192112	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	733	TRUE	102191	0.00702435177144702	0.847453491326698	6870	561	5902	25160000	98
20220924 192623	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	943	TRUE	102191	0.00506290918418434	0.755031917921878	2681	184	7226	26110000	99
20220924 192705	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	131	TRUE	102191	0.0351423818416942	0.925222115304182	6386	808	6529	25830000	100
20220924 193138	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1149	TRUE	102191	0.00561358022696583	0.763004769346071	5304	788	8573	27020000	101
20220924 194234	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	3062	TRUE	102191	0.00564137013360463	0.505650784885953	5928	70	9968	26550000	102
20220924 194458	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	392	TRUE	102191	0.0133644141523634	0.358000888224924	2816	115	6621	25720000	103
20220924 194705	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	686	TRUE	102191	0.0256447042318711	0.2067093398167	6452	84	9701	26680000	104
20220924 194726	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	53	TRUE	102191	0.155353484631371	0.257219328532147	7999	631	6165	24870000	105
20220924 194957	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	160	TRUE	102191	0.0180336400080182	0.701972827993364	577	255	10492	26220000	106
20220924 195043	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	63	TRUE	102191	0.0517864079086652	0.927593275098266	1559	741	8479	27130000	107
20220924 195122	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	70	TRUE	102191	0.0517455281555995	0.923056662923677	2188	1023	8693	26940000	108
20220924 195315	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	326	TRUE	102191	0.0148182252598414	0.201166407543506	8	66	8530	26780000	109
20220924 195448	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	116	TRUE	102191	0.0407322197093154	0.986325135557016	66	254	8005	26790000	110
20220924 195601	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	156	TRUE	102191	0.0486373860417852	0.329480717940063	1547	162	8549	27630000	111
20220924 195655	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	105	TRUE	102191	0.0540975321298539	0.467459413520874	1682	195	8342	27160000	112
20220924 195750	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	127	TRUE	102191	0.0455138861501231	0.205264549350098	1598	135	9093	26380000	113
20220924 195903	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	167	TRUE	102191	0.0489385189260007	0.350093937947724	1265	680	8292	26620000	114
20220924 195941	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	137	TRUE	102191	0.0500759389665319	0.33973538524633	2172	24	8405	26630000	115
20220924 200054	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	133	TRUE	102191	0.0483567591047834	0.378711226748211	965	136	8629	26830000	116
20220924 200113	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	53	TRUE	102191	0.13714463214629	0.905697714262742	7980	497	8821	26440000	117
20220924 200819	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1283	TRUE	102191	0.0051880359712506	0.878548323405699	1936	1021	10755	26250000	118
20220924 201005	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	311	TRUE	102191	0.0269320198004549	0.651106609759253	1557	297	8565	26790000	119
20220924 201025	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	58	TRUE	102191	0.13764339214467	0.672691029386062	6584	930	8577	25650000	120
