Feature	Gain	Cover	Frequency
ctrx_quarter	0.209853155644877	0.0201366621953914	0.0180564674983585
mtarjeta_visa_consumo	0.0583202516694865	0.0142759147464007	0.0157583716349311
mcuentas_saldo	0.0552648850253915	0.0284183900809883	0.0239658568614577
cpayroll_trx	0.0466386317912927	0.0111997793721636	0.00459619172685489
mpayroll	0.039517696845174	0.0133814998938734	0.00689428759028234
mautoservicio	0.0386263860310791	0.010203257725945	0.0144451739986868
mcuenta_corriente	0.0360107635520024	0.0254403128063774	0.020682862770847
mprestamos_personales	0.0337090596890366	0.0236136413844686	0.0141168745896257
Visa_msaldopesos	0.0328328905967391	0.0124542045630111	0.0167432698621143
mpasivos_margen	0.0271570930381347	0.0170475721552654	0.0239658568614577
cprestamos_personales	0.0209773101624848	0.00996000109736358	0.00656598818122127
mrentabilidad_annual	0.019484312382571	0.0370898322044446	0.0292186474064347
mcomisiones_mantenimiento	0.0178877176482881	0.0137502544872785	0.0137885751805647
mcaja_ahorro	0.0172169320435843	0.0213956616597047	0.0196979645436638
ccomisiones_mantenimiento	0.0169441420076052	0.00468257170043707	0.00558108995403808
mactivos_margen	0.0161678854425681	0.028391187015301	0.0305318450426789
Master_Fvencimiento	0.0147361554108341	0.0276411390056442	0.0285620485883125
mrentabilidad	0.0133522835391535	0.0188686239205047	0.0210111621799081
Master_status	0.0115071565398127	0.0181908344150547	0.00886408404464872
Visa_fechaalta	0.0112672138085997	0.0321141893443108	0.0344714379514117
Visa_mpagominimo	0.0105178479174761	0.0209517087828072	0.0249507550886408
cliente_edad	0.0104026040050012	0.0260213783752955	0.0288903479973736
Visa_msaldototal	0.0102313358160773	0.0244247143605908	0.0236375574523966
Visa_cconsumos	0.0098908919620226	0.019593727123218	0.0302035456336179
cproductos	0.00963524642941542	0.0194366424139689	0.0151017728168089
mcomisiones_otras	0.0089570767570848	0.0164456682294472	0.0164149704530532
cdescubierto_preacordado	0.00834541421590054	0.0151384887281989	0.00590938936309915
mcomisiones	0.00804020761250634	0.0143436451819241	0.0180564674983585
Visa_Fvencimiento	0.00787883947112772	0.0164509817794328	0.0233092580433355
Master_fechaalta	0.00773400018248533	0.0202578284618572	0.0236375574523966
Visa_mpagospesos	0.00710808245147848	0.0162433894673311	0.0242941562705187
ctarjeta_debito_transacciones	0.00627386109994749	0.00448640929640224	0.00558108995403808
mtransferencias_recibidas	0.00614635763883043	0.00984025562795909	0.0173998686802364
matm	0.00588387941552247	0.00290655804692384	0.0036112934996717
chomebanking_transacciones	0.00569327218675176	0.0171092439886856	0.0213394615889691
mcuenta_debitos_automaticos	0.00563392746164256	0.0117433497600961	0.00984898227183191
cmobile_app_trx	0.00557888157355933	0.00752565592742384	0.00984898227183191
Visa_mconsumospesos	0.00550923647012222	0.0133859124506006	0.0173998686802364
ccajas_transacciones	0.00544951374577595	0.0123643362610801	0.00492449113591596
cliente_antiguedad	0.0053430099638072	0.0141705043107618	0.0187130663164806
numero_de_cliente	0.00529898636643334	0.0128676738346649	0.0196979645436638
ctarjeta_visa	0.00511437205566522	0.00861202277318217	0.00393959290873276
ctransferencias_emitidas	0.00480612672612046	0.00397921362348012	0.00558108995403808
Master_mlimitecompra	0.00440280762905815	0.0107086802903393	0.0151017728168089
